Date,Time,Abs Pres (psi) c:1 2,Temp (°F) c:2,Coupler Detached,Coupler Attached,Host Connected,Stopped,End Of File
03/28/16,14:30:00,14.6188,90.309,Logged,,,,
03/28/16,14:45:00,14.6149,90.495,,,,,
03/28/16,15:00:00,14.6140,90.680,,,,,
03/28/16,15:15:00,14.6178,90.867,,,,,
03/28/16,15:30:00,14.6198,89.755,,,,,
03/28/16,15:45:00,14.6185,89.384,,,,,
03/28/16,16:00:00,14.6326,89.017,,,,,
03/28/16,16:15:00,14.6305,88.466,,,,,
03/28/16,16:30:00,14.6397,88.466,,,,,
03/28/16,16:45:00,14.6244,88.099,,,,,
03/28/16,17:00:00,14.4221,87.915,,,,,
03/28/16,17:15:00,14.6314,88.282,,,,,
03/28/16,17:30:00,14.6468,88.282,,,,,
03/28/16,17:45:00,14.6507,88.099,,,,,
03/28/16,18:00:00,14.6482,88.282,,,,,
03/28/16,18:15:00,14.6575,88.282,,,,,
03/28/16,18:30:00,14.6575,88.282,,,,,
03/28/16,18:45:00,14.6421,88.282,,,,,
03/28/16,19:00:00,14.6414,88.099,,,,,
03/28/16,19:15:00,14.6384,88.099,,,,,
03/28/16,19:30:00,14.6469,87.915,,,,,
03/28/16,19:45:00,14.6664,87.733,,,,,
03/28/16,20:00:00,14.6558,87.368,,,,,
03/28/16,20:15:00,14.6582,86.823,,,,,
03/28/16,20:30:00,14.6684,86.641,,,,,
03/28/16,20:45:00,14.6709,86.459,,,,,
03/28/16,21:00:00,14.6723,86.459,,,,,
03/28/16,21:15:00,14.6710,86.097,,,,,
03/28/16,21:30:00,14.6713,85.735,,,,,
03/28/16,21:45:00,14.6727,85.735,,,,,
03/28/16,22:00:00,14.6736,85.554,,,,,
03/28/16,22:15:00,14.6723,85.194,,,,,
03/28/16,22:30:00,14.6732,85.014,,,,,
03/28/16,22:45:00,14.6740,84.834,,,,,
03/28/16,23:00:00,14.6745,85.374,,,,,
03/28/16,23:15:00,14.6730,85.374,,,,,
03/28/16,23:30:00,14.6707,85.194,,,,,
03/28/16,23:45:00,14.6677,85.194,,,,,
03/29/16,00:00:00,14.6677,85.194,,,,,
03/29/16,00:15:00,14.6646,85.194,,,,,
03/29/16,00:30:00,14.6639,85.014,,,,,
03/29/16,00:45:00,14.6608,85.014,,,,,
03/29/16,01:00:00,14.6532,85.014,,,,,
03/29/16,01:15:00,14.6524,84.834,,,,,
03/29/16,01:30:00,14.6524,84.834,,,,,
03/29/16,01:45:00,14.6448,84.834,,,,,
